sample_id,video_id,clip_id,annotation,regression_label,classification_label,text_length_storage,text_length_effective,text_dim,text_nonzero_ratio,audio_length_storage,audio_length_effective,audio_dim,audio_nonzero_ratio,vision_length_storage,vision_length_effective,vision_dim,vision_nonzero_ratio,raw_text_preview,extract_status,asr_match_rate,alignment_status,alignment_wer,audio_duration_sec,video_fps,source_video_path_anonymized,source_clip_start_sec,source_clip_end_sec
-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,5,Negative,-2.0,0,50,19,768,1.0,50,524,74,1.0,50,396,35,1.0,"I have been beat up and put down and everything that can go wrong, has gone wron",success,0.8421,aligned,0.1579,8.3979,47.1907,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/5.mp4,0.0,6.855
-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,6,Neutral,0.0,1,50,5,768,1.0,50,144,74,1.0,50,182,35,0.9982857142857143,But I just kept going,success,0.19999999999999996,partial,0.8,2.3148,78.7879,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/6.mp4,0.0,2.314813
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,7,Positive,1.0,2,50,28,768,1.0,50,427,74,1.0,50,375,35,1.0,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said",success,0.7142999999999999,aligned,0.2857,6.8386,54.8377,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/7.mp4,0.562,3.4193
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,8,Positive,1.3333333730697632,2,50,13,768,1.0,50,199,74,1.0,50,190,35,0.9965714285714286,""" And I said, ""Oh, make a profit, and all these other things",success,0.38460000000000005,partial,0.6154,3.1843,59.7878,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/8.mp4,0.0,3.18425
-t217m2on-s$_$2,-t217m2on-s,2,Positive,0.6666666865348816,2,50,12,768,1.0,50,351,74,1.0,50,237,35,1.0,"But a good thing to do is yawning, chewing gum is effective.",success,1.0,aligned,0.0,5.6302,42.2089,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-t217m2on-s/2.mp4,0.521,5.630188
-t217m2on-s$_$7,-t217m2on-s,7,Negative,-0.6666666865348816,0,50,45,768,1.0,50,1064,74,1.0,50,552,35,1.0,"If you find that your ears consistently do this and you can't pop them often, yo",success,0.9556,aligned,0.0444,17.0264,32.4739,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-t217m2on-s/7.mp4,0.56,6.482
-tANM6ETl_M$_$3,-tANM6ETl_M,3,Positive,0.3333333432674408,2,50,22,768,1.0,50,412,74,1.0,50,264,35,1.0,"The first place is either you have a prospect, or a customer who's never done it",success,0.8636,aligned,0.1364,6.6036,40.1006,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-tANM6ETl_M/3.mp4,0.542,4.496
-tPCytz4rww$_$10,-tPCytz4rww,10,Neutral,0.0,1,50,12,768,1.0,50,292,74,1.0,50,342,35,1.0,Say twenty percent so if you've got a thousand square foot condo.,success,0.5,partial,0.5,4.6788,73.293,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-tPCytz4rww/10.mp4,0.0,4.678813
-tPCytz4rww$_$11,-tPCytz4rww,11,Neutral,0.0,1,50,17,768,1.0,50,336,74,1.0,50,236,35,1.0,"Make sure that your using comps that are not larger, no larger than twelve hundr",success,0.4706,partial,0.5294,5.3786,43.8998,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-tPCytz4rww/11.mp4,0.502,4.6425
-tPCytz4rww$_$12,-tPCytz4rww,12,Neutral,0.0,1,50,26,768,1.0,50,733,74,1.0,50,554,35,1.0,"No less than eight hundred squire feet and going to similar in, similar with bed",success,0.5769,partial,0.4231,11.7362,47.2859,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-tPCytz4rww/12.mp4,0.0,5.788
-tPCytz4rww$_$16,-tPCytz4rww,16,Neutral,0.0,1,50,16,768,1.0,50,446,74,1.0,50,393,35,0.9988571428571429,So make sure to get a through or to do a through cleaning of the property.,success,0.375,partial,0.625,7.1392,55.0931,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-tPCytz4rww/16.mp4,0.582,6.096
-tPCytz4rww$_$18,-tPCytz4rww,18,Neutral,0.0,1,50,16,768,1.0,50,410,74,1.0,50,423,35,0.992,Do so and as well you'll also want to remove any clutter from that you've accumu,success,0.6875,partial,0.3125,6.5688,64.4095,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-tPCytz4rww/18.mp4,0.0,5.347
-uywlfIYOS8$_$4,-uywlfIYOS8,4,Positive,0.3333333432674408,2,50,18,768,1.0,50,367,74,1.0,50,416,35,1.0,"And then from a brand point of view, we need to make sure we're driving the rele",success,0.7222,aligned,0.2778,5.8811,70.8025,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-uywlfIYOS8/4.mp4,0.0,4.215
-vxjVxOeScU$_$4,-vxjVxOeScU,4,Positive,1.0,2,50,21,768,1.0,50,564,74,1.0,50,347,35,0.9897142857142858,"You're going to talk about their life, their marriage and usually how amazing it",success,0.9524,aligned,0.0476,9.0371,38.4572,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-vxjVxOeScU/4.mp4,0.0,6.773
-wMB_hJL-3o$_$7,-wMB_hJL-3o,7,Positive,0.3333333432674408,2,50,22,768,1.0,50,373,74,1.0,50,216,35,1.0,So if you have a loved one who is depressed those are some of the things that yo,success,0.9091,aligned,0.0909,5.9756,36.2342,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-wMB_hJL-3o/7.mp4,0.602,3.951
-wny0OAz3g8$_$0,-wny0OAz3g8,0,Positive,0.3333333432674408,2,50,9,768,1.0,50,204,74,0.9948648648648649,50,98,35,1.0,trade labor unions didn’t allow Black workers to join,success,0.7778,aligned,0.2222,3.274,30.0,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/0.mp4,0.321,3.274
-wny0OAz3g8$_$1,-wny0OAz3g8,1,Positive,0.3333333432674408,2,50,23,768,1.0,50,423,74,1.0,50,270,35,1.0,"And because they couldn’t join unions, many Black workers couldn’t get manufactu",success,0.7391,aligned,0.2609,6.7766,39.8889,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/1.mp4,0.0,4.612
-wny0OAz3g8$_$2,-wny0OAz3g8,2,Negative,-0.3333333432674408,0,50,23,768,1.0,50,407,74,1.0,50,346,35,1.0,"And because they couldn’t get these jobs, Black communities had more men out of ",success,0.913,aligned,0.087,6.5227,53.0882,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/2.mp4,0.542,3.733
-wny0OAz3g8$_$3,-wny0OAz3g8,3,Negative,-1.3333333730697632,0,50,20,768,1.0,50,381,74,1.0,50,331,35,1.0,Which then allowed the white workers and unions to justify their decision to not,success,0.9,aligned,0.1,6.0999,54.344,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/3.mp4,0.0,3.993
-wny0OAz3g8$_$5,-wny0OAz3g8,5,Positive,1.0,2,50,20,768,1.0,50,421,74,1.0,50,288,35,0.9851428571428571,"This is what’s now known as racial formation theory, a theory formalized by mode",success,0.75,aligned,0.25,6.7414,42.8242,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/5.mp4,0.0,5.1235
-wny0OAz3g8$_$7,-wny0OAz3g8,7,Neutral,0.0,1,50,29,768,1.0,50,494,74,1.0,50,277,35,1.0,Omi and Winant argue that the concept of race came about as a tool to justify an,success,0.8621,aligned,0.1379,7.9105,35.077,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/7.mp4,0.0,3.284
-wny0OAz3g8$_$9,-wny0OAz3g8,9,Positive,0.6666666865348816,2,50,20,768,1.0,50,377,74,1.0,50,285,35,1.0,He explores why Black and White Americans tend to have such different outcomes i,success,0.9,aligned,0.1,6.0435,47.159,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/9.mp4,0.0,3.995
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,Neutral,0.0,1,50,49,768,1.0,50,1819,74,1.0,50,1027,35,0.9851428571428571,"it comes with the assistance and agitation of states and regimes, Yesterday Iran",success,0.0,partial,1.0,29.1097,35.3045,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/1.mp4,0.0,8.4829
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,5,Negative,-0.6666666865348816,0,50,25,768,1.0,50,815,74,1.0,50,404,35,0.984,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the stu",success,-0.040000000000000036,partial,1.04,13.0446,30.9818,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/5.mp4,0.0,7.3585
-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,6,Neutral,0.0,1,50,19,768,1.0,50,702,74,1.0,50,462,35,0.9862857142857143,"Therefore, the world needs to stand with Israel against this incitement, which i",success,0.0,partial,1.0,11.2426,41.1545,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-yRb-Jum7EQ/6.mp4,0.0,8.9165
